Date,RAAN,Inclination,Arg of Perigee,SMA,Eccentricity
2023-10-21 13:55:13.839456,64.0993,9.9881,303.6929,578.075,5.78e-05
2023-10-21 18:43:09.719904,62.6401,9.989,273.5611,578.063,8.32e-05
2023-10-21 21:55:07.069728,61.6699,9.9889,273.7204,578.053,8.1e-05
2023-10-22 12:18:54.915840,57.3018,9.989,275.0925,578.016,8.09e-05
2023-10-22 21:54:46.392480,54.3878,9.9891,272.014,577.98,8.4e-05
2023-10-23 17:06:29.158272,48.566,9.9892,273.9101,577.937,8.5e-05
2023-10-23 21:54:24.760512,47.1105,9.9892,275.6363,577.923,8.15e-05
2023-10-24 10:42:12.807648,43.2278,9.9893,276.7495,577.899,8.17e-05
2023-10-25 12:17:54.396960,35.4641,9.9896,278.4995,578.06,9.4e-05
2023-10-25 20:17:47.783616,33.0359,9.9895,272.832,578.043,8.86e-05
2023-10-26 10:41:35.656512,28.6685,9.9897,273.4277,578.009,8.64e-05
2023-10-26 20:17:27.296448,25.7567,9.9897,275.121,577.981,8.58e-05
2023-10-27 09:05:15.844704,21.8751,9.9898,276.5933,577.935,8.29e-05
2023-10-27 12:17:14.275392,20.8969,9.9897,250.96,578.06,9.23e-05
2023-10-27 18:41:09.311136,18.9603,9.9903,279.4895,578.058,0.0001062
2023-10-28 10:40:55.986816,14.1111,9.9905,284.5408,578.016,0.0001051
2023-10-28 18:40:49.256832,11.6816,9.9902,274.6812,577.999,9.01e-05
2023-10-29 10:40:35.198976,6.831,9.9903,275.5633,577.949,8.71e-05
2023-10-29 13:52:32.329344,5.8604,9.9904,274.0988,577.944,8.67e-05
2023-10-29 18:40:27.952320,4.4046,9.9903,273.3633,577.929,8.56e-05
2023-10-29 23:28:23.500128,2.9486,9.9904,272.9476,577.914,8.57e-05
2023-10-30 10:40:13.184256,359.5554,9.9905,277.8337,577.894,7.73e-05
2023-10-30 17:04:06.796992,357.6119,9.9904,275.5189,577.864,8.05e-05
2023-10-31 09:03:51.019776,352.761,9.9906,280.1544,577.821,8.14e-05
2023-10-31 13:51:50.116032,351.2894,9.9905,251.0842,578.079,9.37e-05
2023-10-31 17:03:48.061152,350.335,9.9904,264.0355,578.179,9.36e-05
2023-11-01 07:27:37.476288,345.9684,9.9902,277.6486,578.136,7.77e-05
2023-11-01 12:15:33.728256,344.5123,9.9907,264.7248,578.127,9.46e-05
2023-11-01 17:03:30.107232,343.0602,9.9904,272.9668,578.112,8.33e-05
2023-11-02 12:15:14.714208,337.2381,9.9904,272.7275,578.052,8.1e-05
2023-11-02 15:27:12.088224,336.2664,9.9904,275.6365,578.046,8.15e-05
2023-11-03 07:26:58.522848,331.4138,9.9904,277.2264,577.999,7.9e-05
2023-11-03 12:14:54.320352,329.9584,9.9904,276.6875,577.98,7.71e-05
2023-11-04 04:14:39.944544,325.1066,9.9902,276.9271,577.93,7.48e-05
2023-11-04 10:38:34.015200,323.1656,9.9902,275.2955,577.911,7.22e-05
2023-11-04 15:26:29.491296,321.7093,9.9901,268.0274,577.894,7.03e-05
2023-11-05 04:14:17.106432,317.8275,9.9899,267.3933,577.837,6.88e-05
2023-11-05 10:38:10.769280,315.8865,9.9899,264.3104,577.816,6.67e-05
2023-11-05 13:50:07.513440,314.9157,9.9898,262.2055,577.809,6.82e-05
2023-11-06 04:13:52.269024,310.5478,9.9897,260.4185,577.698,6.78e-05
2023-11-06 05:49:50.501568,310.0609,9.9896,260.6988,577.693,6.77e-05
2023-11-06 13:49:45.239520,307.6345,9.9917,274.5165,578.288,9.17e-05
2023-11-07 09:01:32.532672,301.8161,9.9894,273.4963,578.209,8e-05
2023-11-09 04:13:00.200928,288.7115,9.9893,271.3058,578.084,7.87e-05
2023-11-10 04:12:40.350528,281.4305,9.9893,269.451,578.016,7.47e-05
2023-11-10 12:12:33.473664,279.0037,9.9893,263.5209,577.995,7.89e-05
2023-11-11 02:36:20.739168,274.6354,9.9893,261.7291,577.96,8.11e-05
2023-11-11 10:36:13.516704,272.2083,9.9892,258.9376,577.94,8.14e-05
2023-11-12 02:35:58.666560,267.3533,9.9891,253.7766,577.907,9e-05
2023-11-12 10:35:51.114048,264.9271,9.9891,251.7167,577.888,8.99e-05
2023-11-13 02:35:35.614176,260.0737,9.9889,249.9316,577.849,9.83e-05
2023-11-13 10:35:27.731616,257.6486,9.9887,253.4227,577.824,9.21e-05
2023-11-14 02:35:11.609664,252.7969,9.9885,252.9968,577.793,9.33e-05
2023-11-14 05:47:08.332224,251.8259,9.9884,253.8156,577.791,9.22e-05
2023-11-15 00:58:57.711072,246.0262,9.9861,6.1967,578.335,0.000163
2023-11-15 21:46:44.786784,239.7163,9.9861,15.4435,578.292,0.0001174
2023-11-16 00:58:42.356064,238.7315,9.9872,321.8392,578.29,5.24e-05
2023-11-16 21:46:28.902144,232.4254,9.9864,2.5355,578.254,3.38e-05
2023-11-17 04:10:24.284352,230.4757,9.9881,266.634,578.246,9.14e-05
2023-11-17 07:22:22.130976,229.5053,9.9881,267.811,578.243,9.21e-05
2023-11-17 21:46:12.310752,225.1374,9.9879,265.7743,578.224,9.18e-05
2023-11-18 04:10:07.840704,223.1955,9.9879,266.3941,578.213,9.32e-05
2023-11-18 07:22:05.581056,222.2238,9.9878,262.802,578.21,9.14e-05
2023-11-18 20:09:56.522592,218.3411,9.9877,261.5281,578.191,9.26e-05
2023-11-18 21:45:55.366848,217.8553,9.9877,262.7012,578.191,9.14e-05
2023-11-18 23:21:54.207648,217.3696,9.9877,262.357,578.189,9.22e-05
2023-11-19 07:21:48.424608,214.9431,9.9876,261.7341,578.173,9.31e-05
2023-11-19 20:09:38.999808,211.0598,9.9876,263.2548,578.153,9.57e-05
2023-11-19 21:45:37.801728,210.5743,9.9876,263.2098,578.156,9.63e-05
2023-11-20 02:33:34.221312,209.1181,9.9876,263.2411,578.15,9.6e-05
2023-11-20 05:45:31.786272,208.1473,9.9876,262.7306,578.139,9.62e-05
2023-11-21 02:33:15.760224,201.8373,9.9876,264.1872,578.104,9.87e-05
2023-11-21 05:45:13.237920,200.8668,9.9876,264.0905,578.095,9.95e-05
2023-11-21 18:33:02.911968,196.9819,9.9876,265.7775,578.062,0.0001024
2023-11-21 20:09:01.609344,196.4965,9.9876,266.0214,578.054,0.0001025
2023-11-21 21:45:00.294624,196.0109,9.9876,266.0761,578.051,0.0001026
2023-11-24 20:07:56.327232,174.6554,9.9873,270.4073,577.838,0.0001143
2023-11-25 20:07:31.730880,167.3764,9.9869,272.9874,577.717,9.9e-05
2023-11-26 18:31:07.175712,160.5788,9.9858,253.296,577.671,7.53e-05
2023-11-26 21:43:03.577728,159.6109,9.987,278.6174,577.66,0.0001101
2023-12-03 15:16:44.183136,110.6338,9.9856,1.0468,577.802,0.0003869
2023-12-04 12:04:19.887744,104.2706,9.9879,266.0456,577.695,9.53e-05
2023-12-04 13:40:18.286176,103.7873,9.9881,271.1308,577.696,9.21e-05
2023-12-04 15:16:16.570560,103.3025,9.9878,264.5733,577.694,7.97e-05
2023-12-05 12:03:58.082112,96.9472,9.9788,149.8231,577.968,0.0004836
2023-12-06 14:09:17.177760,89.0906,9.9823,57.5156,578.327,0.0001628
2023-12-09 12:02:54.228192,67.8784,9.9871,152.4454,578.17,7.7e-06
2023-12-10 12:02:36.387456,60.6007,9.9884,299.3865,578.138,3.42e-05
2023-12-14 00:49:28.341984,34.8802,9.9894,245.3586,578.016,5.75e-05
2023-12-23 03:58:25.036320,328.3398,9.9916,0.0596,577.988,0.0004365
2023-12-24 03:58:08.980608,321.1936,9.9868,7.3484,578.187,0.0004658
2023-12-25 01:04:41.132064,314.8479,9.9911,337.431,578.032,0.0002195
2023-12-25 02:21:48.736800,314.3374,9.9903,269.2116,578.053,0.0001166
2023-12-26 00:45:29.126304,307.5379,9.9905,248.3138,577.988,0.0001585
2023-12-27 02:21:07.074720,299.7824,9.9907,278.396,577.988,0.0001551
2023-12-28 02:20:49.705728,292.5041,9.9861,66.1856,578.143,8.29e-05
2023-12-29 00:44:31.875936,285.7036,9.9862,116.0578,578.066,6.07e-05
2023-12-29 21:32:14.337888,279.4019,9.9866,131.5262,578.019,2.37e-05
2023-12-30 00:44:11.607360,278.4302,9.9865,146.5472,578.009,2.84e-05
2023-12-30 21:31:53.395392,272.1213,9.9863,162.4995,577.967,4.2e-05
2023-12-31 02:19:48.934560,270.66,9.987,206.06,577.957,5.91e-05
2023-12-31 21:31:31.458432,264.836,9.9872,219.1173,577.926,7.36e-05
2023-12-31 23:07:30.038304,264.351,9.9875,225.7555,577.927,7.46e-05
2024-01-01 19:55:10.609824,258.0425,9.9879,242.0425,577.889,8.65e-05
2024-01-01 23:07:07.554432,257.0709,9.9878,238.837,577.883,8.87e-05
2024-01-02 23:06:49.025088,249.7554,9.9785,134.6019,578.445,0.0004472
2024-01-04 18:18:17.359488,236.7108,9.9819,81.5907,578.094,0.0002051
2024-01-04 21:30:14.232384,235.7158,9.9842,142.6687,578.096,8.79e-05
2024-01-05 18:17:57.516864,229.4098,9.9846,156.4998,578.06,7.85e-05
2024-01-05 21:29:54.735360,228.4329,9.9851,184.94,578.053,9.11e-05
2024-01-06 19:53:36.000096,221.6397,9.9859,214.742,578.018,9.4e-05
2024-01-07 19:53:15.224352,214.3624,9.987,255.849,577.97,9.79e-05
2024-01-07 21:29:13.850880,213.8792,9.9874,270.108,577.968,0.0001025
2024-01-10 18:16:13.436832,193.0061,9.9873,279.287,577.957,9.37e-05
2024-01-11 16:39:56.049408,186.2189,9.9821,82.3045,578.059,0.0001426
2024-01-12 16:39:34.880544,178.9313,9.9868,265.1653,577.99,5.69e-05
2024-01-13 13:27:16.191648,172.624,9.988,294.8619,577.953,9.87e-05
2024-01-13 15:03:14.545152,172.1353,9.9871,281.7746,577.946,6.2e-05
2024-01-13 16:39:12.801024,171.6467,9.9852,185.0196,577.89,3.2e-05
2024-01-14 16:38:49.628544,164.3674,9.9852,147.3907,577.817,1.87e-05
2024-01-15 15:02:27.865824,157.5109,9.9869,196.9812,577.923,0.0003842
2024-01-16 15:02:15.241056,150.339,9.9757,52.0857,578.485,0.0005697
2024-01-16 15:31:49.001088,150.1173,9.9793,4.4524,578.251,0.0008329
2024-01-18 11:49:37.979616,136.7179,9.9799,88.7238,578.019,0.0002634
2024-01-18 13:25:36.453216,136.2242,9.9804,99.1589,578.013,0.0002258
2024-01-19 13:25:14.844576,128.9378,9.986,51.4267,577.937,1.28e-05
2024-01-20 13:24:55.089216,121.6118,9.9807,140.4866,578.333,0.0003924
2024-01-21 11:48:37.897920,114.8601,9.9849,88.457,578.05,7.3e-05
2024-01-22 11:48:17.176608,107.5784,9.9871,179.537,577.974,9.7e-06
2024-01-28 08:34:22.560384,64.886,9.9882,171.1394,578.043,7.76e-05
2024-02-05 03:43:47.012736,8.1047,9.9902,250.1715,578.034,6.02e-05
2024-02-05 08:31:42.743712,6.6497,9.9901,249.3404,578.03,6.53e-05
2024-02-05 11:43:40.018368,5.6802,9.9902,213.6115,578.026,7.39e-05
2024-02-06 03:43:25.309056,0.8196,9.9903,251.4055,577.944,9.77e-05
2024-02-07 10:07:03.066528,351.6069,9.9898,266.996,578.116,8.61e-05
2024-02-08 02:06:50.328864,346.7531,9.9902,267.4358,578.079,9.52e-05
2024-02-08 10:06:43.960032,344.333,9.9891,312.4054,578.056,6.09e-05
2024-02-08 22:54:33.355008,340.4488,9.9892,309.0726,578.04,5.15e-05
2024-02-09 00:30:32.002272,339.9628,9.9891,304.0864,578.038,5.03e-05
2024-02-09 02:06:29.984256,339.4703,9.9899,259.6838,578.011,9.56e-05
2024-02-09 22:54:11.467296,333.1586,9.9903,256.7019,577.976,0.0001281
2024-02-10 02:06:08.122464,332.1941,9.9895,262.3716,577.898,9.18e-05
2024-02-10 22:53:48.104736,325.8852,9.9892,262.0676,577.836,9.82e-05
2024-02-11 00:29:46.504896,325.3995,9.9893,259.801,577.829,9.43e-05
2024-02-11 21:17:25.214496,319.0901,9.989,261.5518,577.762,0.0001036
2024-02-12 00:29:21.822144,318.1205,9.989,258.2378,577.749,9.26e-05
2024-02-13 07:25:49.053792,308.7305,9.9863,249.6871,578.278,0.0001057
2024-02-14 06:52:47.941536,301.6853,9.9839,20.3016,578.22,0.0004422
2024-02-14 19:40:37.485120,297.7751,9.9867,10.8278,578.155,0.0001641
2024-02-14 21:16:35.632128,297.2713,9.9879,321.2515,578.151,7.47e-05
2024-02-15 02:04:31.643904,295.8042,9.9888,268.287,578.135,9.43e-05
2024-02-15 06:52:27.926112,294.3468,9.9889,262.9812,578.123,0.0001022
2024-02-15 19:40:17.885280,290.4636,9.9889,264.3576,578.081,0.0001041
2024-02-15 22:52:15.272256,289.4927,9.9889,263.9159,578.071,0.0001047
2024-02-16 05:16:10.058304,287.5518,9.9888,263.0569,578.044,0.0001056
2024-02-16 19:39:57.858624,283.1839,9.9887,264.1714,577.999,0.0001094
2024-02-16 21:15:56.486880,282.6982,9.9887,264.0745,578.0,0.0001095
2024-02-17 02:03:52.349184,281.2423,9.9887,263.4734,577.988,0.0001095
2024-02-17 05:15:49.533120,280.2728,9.9885,268.7652,577.974,0.000111
2024-02-17 19:39:36.535104,275.9049,9.9884,270.7171,577.93,0.0001136
2024-02-17 21:15:35.062272,275.4201,9.9884,270.7038,577.923,0.0001134
2024-02-18 00:27:32.101920,274.4503,9.9884,272.0156,577.912,0.0001116
2024-02-18 05:15:27.582336,272.9937,9.9883,270.4803,577.894,0.000114
2024-02-18 19:39:13.707360,268.6249,9.9883,272.771,577.852,0.0001158
2024-02-18 21:15:12.148128,268.1391,9.9882,273.951,577.849,0.0001153
2024-02-19 19:38:55.255776,261.3274,9.989,234.8039,578.11,0.0001871
2024-02-20 03:38:49.045056,258.9024,9.9886,237.566,578.095,0.0001795
2024-02-21 03:38:29.627520,251.6274,9.9881,251.1044,578.032,0.0001564
2024-02-21 18:02:17.497824,247.2631,9.9878,260.9647,578.001,0.0001335
2024-02-23 14:49:36.820992,233.6702,9.9878,270.8878,577.893,0.0001433
2024-02-23 18:01:36.987456,232.6967,9.9915,252.087,578.029,0.0002844
2024-02-23 21:13:35.558112,231.7511,9.9895,298.6013,578.133,0.0001916
2024-02-24 14:49:21.754560,226.4069,9.9887,295.339,578.085,0.0001437
2024-02-24 18:01:18.458112,225.4073,9.9866,234.0906,578.069,0.0001076
2024-02-24 21:13:16.099104,224.4417,9.9865,252.4714,578.066,8.5e-05
2024-02-25 02:01:12.172224,222.9847,9.9865,252.8054,578.056,8.66e-05
2024-02-25 14:49:01.584480,219.1042,9.9869,265.6921,578.019,9.31e-05
2024-02-25 21:12:56.196864,217.1656,9.9873,276.1919,578.0,0.000101
2024-02-26 00:24:53.600256,216.2044,9.9876,274.5129,577.997,9.75e-05
2024-02-26 14:48:40.948704,211.8374,9.9877,275.2377,577.959,9.58e-05
2024-02-26 16:24:39.488832,211.3515,9.9877,273.4402,577.954,9.83e-05
2024-02-27 13:12:20.356704,205.042,9.9877,274.4945,577.905,9.98e-05
2024-02-27 19:36:14.304672,203.101,9.9877,278.8759,577.888,9.5e-05
2024-02-27 22:48:11.265696,202.13,9.9876,279.6842,577.884,9.5e-05
2024-02-28 19:35:57.429024,195.8551,9.9898,316.0001,578.205,0.0002449
2024-02-29 11:35:45.790368,190.9953,9.9893,317.6769,578.169,0.0001896
2024-02-29 13:11:44.224224,190.4965,9.9882,296.6655,578.162,0.000114
2024-02-29 17:59:40.239456,189.0203,9.9869,265.79,578.15,8.79e-05
2024-02-29 22:47:36.645216,187.5648,9.9871,271.0232,578.141,9.32e-05
2024-03-01 13:11:25.635264,183.1975,9.9871,271.1602,578.109,9.22e-05
2024-03-02 17:59:02.472288,174.462,9.987,277.4595,578.041,8.91e-05
2024-03-03 13:10:46.145280,168.6369,9.9868,276.4529,577.998,8.66e-05
2024-03-04 11:34:25.960224,161.8413,9.9869,279.1515,577.921,8.59e-05
2024-03-04 19:34:18.576192,159.4151,9.9868,283.3578,577.911,8.12e-05
2024-03-05 11:34:03.222336,154.5645,9.9872,283.8792,577.861,7.84e-05
2024-03-05 16:21:58.473792,153.109,9.9872,283.7317,577.842,7.63e-05
2024-03-05 19:33:55.276704,152.1369,9.9873,283.7879,577.831,7.52e-05
2024-03-06 11:33:39.084768,147.2846,9.9877,284.7195,577.79,7.06e-05
2024-03-06 19:33:30.761568,144.8573,9.9877,282.2563,577.764,6.78e-05
2024-03-07 08:21:17.232768,140.972,9.9879,280.7609,577.739,7.24e-05
2024-03-08 09:57:01.395072,133.2185,9.9883,282.4198,578.099,9.31e-05
2024-03-08 14:44:57.665184,131.7633,9.9883,282.6197,578.094,9.3e-05
2024-03-08 17:56:55.061664,130.7899,9.9881,274.132,578.085,8.44e-05
2024-03-09 09:56:42.001728,125.9367,9.9883,273.5558,578.037,8.05e-05
2024-03-09 13:08:39.367104,124.9666,9.9883,275.8244,578.037,8.05e-05
2024-03-09 17:56:35.322720,123.51,9.9883,276.0946,578.025,8.04e-05
2024-03-10 09:56:21.573312,118.6565,9.9884,271.7631,577.989,7.71e-05
2024-03-10 13:08:18.758112,117.6861,9.9884,272.4459,577.98,7.7e-05
2024-03-10 16:20:15.926496,116.7152,9.9883,272.7527,577.973,7.65e-05
2024-03-11 13:07:57.072576,110.4055,9.9884,269.5067,577.923,7.38e-05
2024-03-11 19:31:51.106080,108.4634,9.9884,270.3673,577.909,7.3e-05
2024-03-12 16:19:37.532928,102.1871,9.9843,25.7466,578.153,0.0002535
2024-03-13 11:31:21.083232,96.3277,9.9882,250.4559,578.089,7.33e-05
2024-03-13 14:43:18.599808,95.3599,9.9886,269.6232,578.08,8.21e-05
2024-03-14 05:07:06.868416,90.992,9.9886,267.5171,578.048,8.01e-05
2024-03-14 06:43:05.530368,90.5061,9.9886,266.606,578.045,8.02e-05
2024-03-15 05:06:46.394208,83.7122,9.9887,264.5576,577.986,7.88e-05
2024-03-15 06:42:45.101088,83.2266,9.9887,267.456,577.988,7.81e-05
2024-03-16 05:06:25.055136,76.4319,9.989,262.6316,577.942,7.88e-05
2024-03-16 06:42:23.571072,75.9465,9.9889,262.007,577.938,7.94e-05
2024-03-17 05:06:03.379104,69.1538,9.9892,278.3356,577.917,7.29e-05
2024-03-18 05:05:46.004928,61.8979,9.9875,340.1264,578.12,0.0001095
2024-03-19 01:53:29.285088,55.5896,9.9885,339.8908,578.083,0.0001314
2024-03-19 03:29:28.007520,55.1036,9.9874,1.5069,578.075,0.0001118
2024-03-20 03:29:06.961344,47.8063,9.9853,95.2725,577.989,7.37e-05
2024-03-20 08:17:02.586912,46.358,9.9887,296.5868,577.954,7.51e-05
2024-03-20 17:52:53.519232,43.4337,9.9878,212.5244,577.932,7.34e-05
2024-03-22 01:52:30.548640,33.7303,9.9882,246.1119,578.161,8.86e-05
2024-03-22 09:52:23.983680,31.3044,9.988,263.336,578.091,8.22e-05
2024-03-23 01:52:10.866720,26.4521,9.9885,265.0588,578.033,9.2e-05
2024-03-23 09:52:03.881856,24.0254,9.9884,261.7514,577.982,9.16e-05
2024-03-23 22:39:52.261632,20.1373,9.9888,262.3315,577.928,9.38e-05
2024-03-24 01:51:49.365216,19.1709,9.9886,262.3081,577.915,9.26e-05
2024-03-24 09:51:41.825664,16.7474,9.9884,262.2074,577.879,8.81e-05
2024-03-25 08:15:22.317984,9.9545,9.988,280.8649,578.028,0.0001096
2024-03-26 01:51:08.705376,4.6121,9.9889,258.3061,578.07,9.58e-05
2024-03-26 08:15:04.445280,2.6699,9.9893,267.7352,578.22,8.96e-05
2024-03-26 21:02:55.643424,358.787,9.989,267.6585,578.209,8.94e-05
2024-03-26 22:38:54.516192,358.3014,9.9889,267.5344,578.204,8.9e-05
2024-03-27 05:02:49.911360,356.3603,9.989,265.965,578.181,9.11e-05
2024-03-27 08:14:47.567904,355.3885,9.9884,264.0994,578.171,9.09e-05
2024-03-28 03:26:33.114048,349.5671,9.9893,265.7738,578.116,9.78e-05
2024-03-28 06:38:30.615936,348.5966,9.9891,266.2846,578.105,9.84e-05
2024-03-28 21:02:19.035744,344.2291,9.9893,266.785,578.059,0.0001019
2024-03-28 22:38:17.725344,343.744,9.9894,266.874,578.054,0.0001019
2024-03-29 06:38:11.068800,341.3178,9.9894,265.5606,578.029,0.0001026
2024-03-30 03:25:53.079744,335.0107,9.9895,267.3075,577.968,0.0001041
2024-03-30 06:37:50.023488,334.0282,9.9889,265.8013,577.96,0.0001059
2024-03-30 21:01:37.115328,329.6722,9.9896,269.1578,577.914,0.0001078
2024-03-30 22:37:35.642496,329.187,9.9896,268.7837,577.909,0.0001071
2024-03-31 05:01:29.662176,327.2467,9.9896,268.9954,577.887,0.000108
2024-03-31 19:25:15.819168,322.8785,9.9895,271.5051,577.86,0.0001111
2024-04-01 05:01:10.225632,319.9643,9.9889,262.874,578.293,8.85e-05
2024-04-02 03:24:55.506240,313.1706,9.9891,265.2334,578.241,9.1e-05
2024-04-02 21:00:43.338240,307.8315,9.9894,264.5463,578.205,9.32e-05
2024-04-03 05:00:37.642464,305.4058,9.9892,265.2316,578.19,9.53e-05
2024-04-03 22:36:24.823872,300.0683,9.9891,266.3892,578.157,9.84e-05
2024-04-04 22:36:06.723072,292.7935,9.9888,268.892,578.115,0.0001012
2024-04-05 03:24:02.979360,291.3378,9.9888,270.1148,578.106,0.0001011
2024-04-05 19:23:50.253792,286.4847,9.9888,270.8579,578.072,0.0001024
2024-04-06 03:23:43.778688,284.0581,9.9888,268.6013,578.059,0.000103
2024-04-06 20:59:29.121504,278.7192,9.9885,273.1888,578.023,0.0001024
2024-04-07 01:47:25.018368,277.2627,9.9885,273.2651,578.012,0.0001035
2024-04-07 14:35:13.994304,273.3814,9.9887,274.209,577.989,0.0001026
2024-04-07 17:47:11.181696,272.4098,9.9887,275.0546,577.983,0.000103
